duongDan,zcrMean,specCenMean,specRolloffMean,mfcc_0_Mean,mfcc_1_Mean,mfcc_2_Mean,mfcc_3_Mean,mfcc_4_Mean,mfcc_5_Mean,mfcc_6_Mean,mfcc_7_Mean,mfcc_8_Mean,mfcc_9_Mean,mfcc_10_Mean,mfcc_11_Mean,mfcc_12_Mean,chroma_0_Mean,chroma_1_Mean,chroma_2_Mean,chroma_3_Mean,chroma_4_Mean,chroma_5_Mean,chroma_6_Mean,chroma_7_Mean,chroma_8_Mean,chroma_9_Mean,chroma_10_Mean,chroma_11_Mean
..\file-birdsong\songs\songs\xc101371.flac,0.5703624885740403,6172.901925974519,7386.341380898652,-636.15424,-19.553493,8.999573,-6.8583093,2.670615,7.493067,-13.188851,14.840856,-18.969805,19.471676,-12.047686,5.1943483,-1.4657203,0.07061943,0.0655214,0.054488823,0.048877753,0.06369569,0.10328988,0.14426215,0.22893436,0.41837063,0.7323374,0.5103537,0.116290785
..\file-birdsong\songs\songs\xc101377.flac,0.24736526726843025,2879.0297183118782,3830.443451538668,-508.97983,-4.3252053,-39.670578,3.8638685,4.8625617,1.7750933,7.497664,-1.4836172,0.7141277,-1.2691226,-7.919418,-1.2936655,5.247331,0.42696205,0.32892817,0.22557727,0.16596241,0.18108033,0.19256622,0.25968227,0.21875812,0.20843455,0.20956443,0.26686332,0.4198377
..\file-birdsong\songs\songs\xc101862.flac,0.5232723460477942,6177.519174897554,8136.764131433823,-795.5379,-143.45088,58.78977,24.008863,-57.97436,41.470863,-1.7767226,-14.371585,10.208761,12.650118,-17.43765,14.2356205,3.6255782,0.5516039,0.5331551,0.4737875,0.37375495,0.32679683,0.2930801,0.2731747,0.27211267,0.3015406,0.45991474,0.548057,0.56726706
..\file-birdsong\songs\songs\xc101932.flac,0.3676214621750302,4639.337791363301,7378.780371448005,-721.7138,-75.53075,-73.765816,15.11451,5.051668,23.512499,23.851076,-14.790277,-14.201788,-2.0147204,-1.2815464,19.843008,4.7521234,0.43638384,0.5102116,0.54129815,0.56233096,0.46367282,0.42455935,0.4084831,0.38820392,0.35590097,0.36585817,0.41405347,0.4137547
..\file-birdsong\songs\songs\xc101933.flac,0.41150235695708715,5096.981158302996,7801.655902044051,-722.9058,-117.29969,-53.90146,46.46391,24.241049,-4.424503,-11.918977,-7.384314,8.268317,16.107534,-3.5450199,-2.9208033,-4.1717234,0.52121747,0.5126448,0.48180854,0.42906076,0.34494328,0.33842763,0.39657417,0.41215122,0.46057248,0.49263555,0.47703943,0.49202394
..\file-birdsong\songs\songs\xc101934.flac,0.47141757457092637,5705.69952535981,7639.424773185484,-730.06555,-166.39117,34.16608,56.0951,-63.231686,10.17462,21.475512,-8.350937,-19.6143,24.509098,-1.772857,-9.825319,4.8909554,0.3911481,0.35792708,0.31884462,0.25560123,0.23442574,0.28261694,0.3307479,0.44205704,0.6232453,0.70246947,0.605513,0.47946587
..\file-birdsong\songs\songs\xc101935.flac,0.37825941765445403,4811.1151762510935,7038.661351697198,-665.90735,-129.64024,-55.40827,67.01553,17.218565,-8.365173,-37.342327,20.18211,18.2791,1.374107,-19.1717,3.4067302,9.236975,0.5641842,0.48622033,0.43733603,0.4007475,0.37927258,0.37175512,0.30510303,0.26482755,0.275679,0.36074334,0.51532805,0.6237535
..\file-birdsong\songs\songs\xc101936.flac,0.5540287809551887,6387.554560522858,8572.733822228774,-686.1743,-130.5388,41.15448,31.499418,-41.04893,12.174726,14.524585,-8.012701,-10.963449,21.450953,-9.950209,-1.8509967,5.3177524,0.5119791,0.6039234,0.45626873,0.36296856,0.29312384,0.22816749,0.2776408,0.3693347,0.4759681,0.56805485,0.58054954,0.50309956
..\file-birdsong\songs\songs\xc101940.flac,0.12141277374402934,2448.2852389872273,5076.898949270727,-541.0741,69.49362,-11.843022,-17.736479,-29.092562,-34.337616,-35.955368,-28.937895,-20.628479,-16.749666,-11.54812,-1.0019462,1.5657507,0.46519202,0.28400138,0.23779613,0.3040124,0.4938026,0.4866768,0.30653447,0.33766982,0.2737844,0.29197037,0.3257126,0.41900074
..\file-birdsong\songs\songs\xc101941.flac,0.05903650502689549,1812.203097689269,3931.0009565509736,-624.0946,82.46083,41.505215,24.964622,2.3414257,-8.81997,-11.815828,-16.150316,-12.647563,-10.919985,-7.600429,2.2195885,9.568345,0.5067755,0.3033509,0.2547555,0.2327273,0.24588078,0.25469568,0.28028324,0.342558,0.35288098,0.42528,0.5208089,0.6742374
..\file-birdsong\songs\songs\xc102048.flac,0.46942440366563687,5834.3697994785425,8374.512414968513,-716.57794,-92.35048,21.51388,34.963634,-38.26684,9.857783,16.601473,-13.250903,-2.381883,12.677754,-4.1210985,-4.7814145,6.61689,0.4553442,0.42747536,0.38772064,0.34708607,0.2690119,0.22446863,0.2830791,0.4435585,0.49200585,0.45166215,0.43822142,0.49223682
..\file-birdsong\songs\songs\xc102060.flac,0.25420190994690167,3769.4736317614093,7580.574334872916,-539.8244,53.755756,3.0789216,-2.1167164,-16.106207,5.7141767,6.3792763,3.0702636,0.8316494,2.00129,-0.8167781,2.139891,-5.205102,0.5923832,0.58672357,0.61644703,0.601747,0.6008174,0.5531497,0.54517555,0.52422255,0.5255305,0.54602677,0.56954336,0.5942331
..\file-birdsong\songs\songs\xc102106.flac,0.28625927985634647,4051.690383568683,6689.106721698113,-580.8893,45.79606,24.880692,19.751461,-28.392672,26.535988,7.682783,7.795791,23.50203,-4.8308516,6.9797277,8.8175,-6.005084,0.4240498,0.5603603,0.47439864,0.39489675,0.35737664,0.34499574,0.38266262,0.3684981,0.35505238,0.3207753,0.29593533,0.3201093
..\file-birdsong\songs\songs\xc102107.flac,0.4459373051489892,5250.879767743613,7508.021336698444,-674.85364,-72.95785,-23.458334,41.18527,-14.351335,11.134607,-6.9582005,-11.175579,13.865144,1.5484724,-3.263844,0.4505399,-4.7601266,0.34552795,0.41541424,0.49937662,0.540108,0.33836398,0.24833073,0.26557186,0.3508327,0.3602424,0.3254723,0.3303605,0.34212655
..\file-birdsong\songs\songs\xc102278.flac,0.35140905028059377,4773.9767572147275,7729.7884267797335,-777.84393,-125.12329,-49.265003,65.57596,13.730555,-33.99776,-8.580916,19.221247,13.283807,-6.237346,-12.638255,13.688235,8.907067,0.6005019,0.70029646,0.71379477,0.6484866,0.5694504,0.44728997,0.3177059,0.25161758,0.25861132,0.27825683,0.3159517,0.45075458
..\file-birdsong\songs\songs\xc102788.flac,0.33333818461251863,4371.494320401957,7685.088792962929,-446.5266,4.722323,-24.545385,2.3156214,0.592782,19.513264,0.54837686,-1.2940862,4.7665954,4.5451045,-1.2103242,2.886268,9.224792,0.51968336,0.43815914,0.37107393,0.37724078,0.41885838,0.4260357,0.4325332,0.46531567,0.5240568,0.57035625,0.5658115,0.5537347
..\file-birdsong\songs\songs\xc102803.flac,0.37520824840065226,4708.592899380012,7480.427320818176,-649.5829,-49.61863,-61.270565,-2.903534,-5.4987054,32.32551,15.996241,-11.479977,0.18433824,-13.031884,-6.0623264,12.647543,-0.90248585,0.4407563,0.66754335,0.737609,0.6240432,0.5665176,0.4838444,0.42537034,0.39223954,0.37371588,0.33608726,0.32183075,0.34785855
..\file-birdsong\songs\songs\xc102868.flac,0.3292355007595486,4539.490944207941,8011.575889587402,-403.12772,-15.587655,-20.478611,23.281523,22.156746,5.6620145,-0.20476893,3.8689973,-4.505004,8.116171,8.968082,4.768316,-0.34841517,0.5261148,0.5450378,0.5698069,0.59267783,0.59474355,0.6477959,0.70025116,0.6886522,0.6159667,0.55095875,0.5343395,0.5380615
..\file-birdsong\songs\songs\xc102869.flac,0.1597854708224775,3180.4581212874664,6270.232098975604,-396.0,23.964108,-21.32256,31.340853,33.57426,17.436642,3.4378636,7.694475,-3.9716294,4.728026,6.9817595,6.682962,5.7340584,0.45746413,0.4769715,0.46060416,0.46089464,0.48236087,0.5270731,0.5610582,0.596683,0.54293877,0.46823227,0.43689108,0.43114236
..\file-birdsong\songs\songs\xc102932.flac,0.317963351798904,3855.0098594783494,5805.604501960105,-355.45206,10.10264,-27.684528,39.4585,-27.815159,2.2324066,-3.8512404,6.1309853,-5.3643546,1.7065287,-4.483443,-0.612416,0.65431106,0.40096718,0.37397873,0.36951286,0.37524438,0.33431834,0.30126894,0.33883438,0.39537922,0.40535918,0.38083506,0.32853588,0.3700266
..\file-birdsong\songs\songs\xc103145.flac,0.28089721525363465,3962.351270125875,6755.4435797497235,-428.35138,50.683796,5.5379305,0.32738683,-13.45217,-1.0329926,-21.421555,2.4425921,-24.608595,1.1315995,-14.919481,4.517368,-0.14917335,0.47873327,0.44140652,0.38323194,0.32456064,0.28496668,0.2686891,0.29065302,0.33469307,0.40060845,0.4870549,0.5509107,0.52403307
..\file-birdsong\songs\songs\xc106846.flac,0.45299367981307403,5186.09386347035,7604.706560347302,-602.3504,-40.56617,-27.708117,3.1881497,-39.962395,-20.147108,-15.270183,-1.6629668,-19.765789,-3.4619737,-9.145175,-0.8505097,1.2205621,0.4051457,0.32660174,0.25045538,0.27826703,0.2947402,0.2891791,0.34201804,0.38887724,0.45519495,0.54026276,0.39782053,0.34067526
..\file-birdsong\songs\songs\xc108002.flac,0.19436703286359724,2708.720113509328,4954.866634506777,-431.3765,74.31775,-47.35024,9.162241,-26.778467,5.3452673,-14.966103,-2.030296,-12.8365,4.180405,-15.872387,-4.417552,-5.5503902,0.5896472,0.54201555,0.49032557,0.43917894,0.41438204,0.41748965,0.46769732,0.55553204,0.6445933,0.63502246,0.6265516,0.6497477
..\file-birdsong\songs\songs\xc110167.flac,0.18091102704390116,2389.4799960598484,3207.4283443414824,-326.92072,46.2223,-52.655323,14.619247,25.782593,-21.948915,-34.800926,10.221246,12.629177,-16.718431,-28.29821,2.836392,3.5255353,0.41421837,0.76012903,0.31981418,0.1390655,0.12541363,0.114037015,0.08803592,0.071149096,0.07335903,0.098342836,0.18840022,0.26922172
..\file-birdsong\songs\songs\xc110303.flac,0.460800020417283,5370.480201664813,6830.240716877774,-434.08545,-76.42018,62.6815,35.11541,-61.77966,62.968746,-34.427902,2.2587383,-9.955427,-8.226356,-7.6506863,-4.704102,-3.2899525,0.058102816,0.14063124,0.35958463,0.3958339,0.6094043,0.6773014,0.43060264,0.29695573,0.20766583,0.17477839,0.076748826,0.051668823
..\file-birdsong\songs\songs\xc113082.flac,0.5297732080954323,5563.035908896102,7295.5756780179445,-445.60947,-109.00064,-59.622234,18.965427,-37.319866,27.089764,-24.849258,12.938615,-28.257845,10.892463,-23.878263,-0.25130892,-10.850474,0.3122314,0.27209058,0.25180182,0.22070019,0.21205443,0.21010576,0.26854342,0.4589316,0.70562124,0.70904535,0.53224117,0.39297035
..\file-birdsong\songs\songs\xc113089.flac,0.1682001869973983,2389.0185077640913,4070.4171085989237,-443.6595,50.503475,-52.61348,-11.216704,-5.3392644,-15.575801,-13.166668,-6.6783533,-4.865618,-10.672359,-11.750929,0.31027183,-1.2745825,0.73475,0.513277,0.49096537,0.45117602,0.41663164,0.39684495,0.41034597,0.4478013,0.4904928,0.5144477,0.53358656,0.62507164
..\file-birdsong\songs\songs\xc113905.flac,0.1786930436002994,2991.363952175574,6406.434810067365,-300.31186,74.242874,-13.14475,2.5799158,-8.1868105,2.5535438,-2.6586983,4.184784,-5.868649,-2.5260632,-6.806394,-0.24879374,-2.1774077,0.69004005,0.64583623,0.5912252,0.54501474,0.51909703,0.5425301,0.550695,0.5305823,0.536172,0.5657032,0.63021594,0.7166618
..\file-birdsong\songs\songs\xc116226.flac,0.04896304481907895,1224.57083786108,2290.877814041941,-266.61694,146.94798,0.74251425,21.890026,10.566869,17.786598,1.4504974,-5.037387,-8.669841,-0.09072923,-0.5030895,3.9028342,1.8123496,0.6020711,0.5413061,0.54492885,0.5827868,0.5801906,0.5869784,0.53566074,0.5142438,0.5284189,0.57833856,0.6008629,0.63311964
..\file-birdsong\songs\songs\xc118363.flac,0.20133515876205788,3006.8642237474505,5030.460899819132,-411.932,7.5739627,-108.71193,-23.044855,-4.807156,-0.26249632,-0.70135504,-2.0972157,-8.962712,-3.1092157,-8.193304,-5.0477543,0.024226591,0.56767446,0.5429861,0.462465,0.44592467,0.52090657,0.60039455,0.7174336,0.7668481,0.6798128,0.538303,0.5428703,0.59211046
..\file-birdsong\songs\songs\xc118441.flac,0.40069118467699577,4266.783304701704,6178.864422966452,-339.5965,24.06695,-2.0943944,37.876976,-20.245182,30.233484,-14.773557,8.011409,1.6789145,-3.2706704,10.826738,-3.9905453,4.3121257,0.25027344,0.2506681,0.3633432,0.52028775,0.7867142,0.60090065,0.33168453,0.27740306,0.22494559,0.21265449,0.20782037,0.24476242
..\file-birdsong\songs\songs\xc120664.flac,0.39018948637583273,5417.6699124903225,6718.740907975429,-254.62712,-17.960802,43.61518,46.601116,-23.83819,55.59293,-24.357828,20.083464,-7.989902,9.169698,5.6506166,-7.4301214,13.276121,0.05127326,0.06330732,0.07308417,0.086779214,0.09442012,0.32814243,0.9309199,0.6742008,0.25411618,0.099929504,0.051670335,0.046292927
..\file-birdsong\songs\songs\xc120666.flac,0.3955665310098824,4820.485637435768,6433.679346128032,-320.41428,-15.561858,7.293098,57.30596,-12.291506,36.049744,-24.136879,22.99991,11.207018,2.8976328,9.012495,2.4436667,17.219893,0.18983907,0.18694498,0.21942289,0.25926945,0.27502394,0.41776484,0.7956991,0.50414973,0.1609423,0.1177275,0.14933269,0.19683933
..\file-birdsong\songs\songs\xc121016.flac,0.3501252984585313,4195.0951589339475,6420.393889873441,-372.82733,-56.03714,-102.27619,-28.332575,-46.598904,-10.66046,-6.3212094,-4.93095,-5.5495586,12.350646,-0.91888857,5.7517767,4.0021234,0.40272042,0.3484634,0.32237205,0.35475656,0.4207662,0.3339827,0.3460856,0.386982,0.4746604,0.5171659,0.5010418,0.46112472
..\file-birdsong\songs\songs\xc121168.flac,0.1761509026319736,2437.6927312338557,4230.673757826559,-448.84985,87.28294,-26.504139,34.03074,-42.72171,-21.687452,-6.9389105,-21.065382,-31.979322,-13.1698265,-14.013626,-10.760444,-3.5947928,0.41313452,0.3725265,0.32330382,0.23758097,0.2305522,0.35916147,0.439414,0.42048198,0.4025808,0.34936962,0.40115353,0.43499142
..\file-birdsong\songs\songs\xc121326.flac,0.25736706305818985,3842.1343800744708,7693.042635076909,-387.41327,39.03622,-17.26956,-4.2641416,-11.5426445,2.5880973,-1.1279399,3.0944974,-0.04927215,4.614103,-1.2400227,4.339034,1.3406541,0.74223316,0.66871107,0.66906476,0.69026,0.65755665,0.6494544,0.6679306,0.6353761,0.62529075,0.63416034,0.679316,0.7425623
..\file-birdsong\songs\songs\xc121597.flac,0.20736614133839087,3205.6995512877456,5468.737001822627,-358.9314,45.16555,0.5311308,54.26465,-7.546594,14.22444,21.816729,-7.1013956,8.331346,14.442678,4.2914314,8.979603,5.386111,0.5679773,0.5792557,0.50111175,0.44804338,0.4350944,0.43746147,0.4270965,0.46781215,0.47996035,0.5133824,0.5318132,0.5576523
..\file-birdsong\songs\songs\xc121601.flac,0.32134337203499297,3706.588763564993,4911.1764527800615,-313.36002,0.26342878,-31.510134,85.19855,-11.676108,2.1510994,-1.4449675,-15.892793,3.6325238,3.5082238,-0.5191464,5.5793266,5.7411733,0.35443267,0.36151013,0.26347804,0.2326945,0.1967616,0.19301356,0.20284152,0.25061673,0.2764375,0.29251805,0.34546617,0.40276244
..\file-birdsong\songs\songs\xc121677.flac,0.11828020706917476,2473.519147266133,5569.468911180218,-303.56116,99.34087,-1.7775617,-2.2595088,9.711389,11.202765,-6.3997297,-9.154135,-8.457726,-1.9828142,-3.718848,-0.79900247,-0.60749125,0.6263993,0.58255607,0.5195532,0.56706804,0.5481191,0.61983687,0.6953872,0.63023883,0.5782707,0.51661247,0.5032906,0.5423762
..\file-birdsong\songs\songs\xc121691.flac,0.13787176899869538,2335.095674678294,4392.225626070205,-327.56744,92.189735,-44.193523,-10.168885,5.7692585,11.697087,-0.9794101,6.8670053,-0.008880535,1.5052849,-0.0438281,4.843244,2.4114387,0.6711857,0.61092865,0.5671372,0.537642,0.52016634,0.5333996,0.5623769,0.56902355,0.5590878,0.5800888,0.6558668,0.6914824
..\file-birdsong\songs\songs\xc121735.flac,0.22610982259114584,3411.283205159494,6179.692840576172,-340.03903,-25.762564,-110.10153,-41.191715,-34.025837,-14.72937,-9.773213,8.192159,16.594934,18.22443,15.606303,13.550088,-6.141701,0.391014,0.48208454,0.6368563,0.6105255,0.6145641,0.6112173,0.549116,0.54497975,0.47583213,0.47333664,0.43496534,0.40109184
..\file-birdsong\songs\songs\xc121963.flac,0.14659710848973087,2634.196628822552,5046.2116014518415,-373.74158,70.04633,47.680058,50.18662,-3.9277613,34.029404,1.123063,-0.11855964,0.9337778,-0.67905194,0.20091256,4.7372665,1.7634106,0.64358395,0.61379445,0.5745203,0.51859266,0.50068176,0.49111438,0.4747428,0.50444984,0.53043336,0.53503764,0.58291805,0.6164406
..\file-birdsong\songs\songs\xc122548.flac,0.20443601502523456,3047.206910642206,5455.470992178614,-408.15988,63.65607,-4.113124,36.240047,-10.620237,6.517561,9.257152,-1.5954508,0.48645085,4.517431,0.5753427,8.693265,4.4708705,0.51933783,0.44369078,0.4175395,0.44039747,0.47801936,0.49169075,0.45492044,0.4232789,0.4038411,0.43759248,0.45044762,0.5062411
..\file-birdsong\songs\songs\xc122555.flac,0.3158962121061426,3758.266468161735,5785.023177041892,-344.9469,38.2782,-13.028839,38.498188,-25.51085,8.931234,5.9105268,-5.7071395,4.735463,-2.1192012,0.49801704,11.558422,-8.732876,0.48203918,0.439682,0.532441,0.32699093,0.27932027,0.26276815,0.22005625,0.27057913,0.3880769,0.33288386,0.25096926,0.3230103
..\file-birdsong\songs\songs\xc123167.flac,0.1501151900885007,2659.8435743119658,4678.568167768105,-383.4274,48.149548,22.55387,53.6562,-13.555535,31.749395,7.4452925,8.058923,3.0115795,-6.941529,0.1405358,1.5343342,6.2534504,0.5231411,0.5450223,0.57253915,0.5758856,0.5807164,0.5751177,0.5221535,0.48321816,0.47953638,0.50369686,0.4978215,0.47067624
..\file-birdsong\songs\songs\xc123168.flac,0.08190232383862373,1827.1687621581837,3409.6330401232335,-392.52756,67.086716,23.738827,50.030167,12.908797,22.010765,4.007191,-3.3333294,0.93223417,-7.2332134,-0.93030447,5.907159,8.181423,0.6022387,0.6103302,0.635561,0.64686865,0.6040859,0.5610307,0.5269828,0.5284251,0.53614247,0.56524295,0.5782076,0.5863316
..\file-birdsong\songs\songs\xc123169.flac,0.25987868230322847,3588.3399504131985,4545.207982081242,-282.72208,19.200104,-16.526417,121.48786,-32.162056,17.344769,32.660557,-0.30742088,19.061262,1.7822367,8.43111,13.385733,3.7153702,0.34153396,0.29835892,0.3357877,0.37483478,0.29703707,0.24116099,0.20057829,0.16462228,0.16338299,0.21266903,0.27200323,0.33611482
..\file-birdsong\songs\songs\xc123170.flac,0.24409310738076848,3478.9207133230116,4495.388775678371,-287.4603,27.548712,-15.147953,113.092224,-33.98663,10.793244,33.408287,2.827754,20.423315,1.0744882,6.8126054,10.981359,3.7404222,0.31228173,0.30956438,0.37240088,0.36024526,0.2787241,0.26067564,0.20887089,0.18205683,0.2059432,0.2501771,0.30702728,0.34097856
..\file-birdsong\songs\songs\xc123808.flac,0.23364058919933808,2853.199477512777,4757.228183022386,-331.17313,84.68118,-8.104791,65.958435,-18.634401,26.032408,5.4046683,0.08074695,0.062841825,-6.022729,-1.4372197,0.8597648,2.8970568,0.40459332,0.43115854,0.4145151,0.38438755,0.38253433,0.39084524,0.40967637,0.5041918,0.5001475,0.44087014,0.3958837,0.38070595
..\file-birdsong\songs\songs\xc123810.flac,0.27562259253359594,3272.750242645581,5191.718136820117,-258.30933,45.736095,-36.56255,61.613323,-1.9445251,23.090805,-0.48891425,1.7549988,-5.582682,-3.9619222,-7.742737,0.57054144,0.875205,0.49777237,0.4925451,0.46006116,0.4425415,0.42004117,0.37973493,0.3846624,0.4213321,0.4401741,0.43051487,0.42615196,0.4456299
..\file-birdsong\songs\songs\xc124013.flac,0.10678601620802239,1518.830146911339,2299.3845287721547,-261.06473,165.58344,-16.052898,0.5427349,-19.593222,8.334811,-4.748855,-15.086299,-7.2844725,-2.2225134,-11.248944,-1.5171026,-6.763688,0.5698071,0.61728454,0.6047424,0.6072083,0.61849,0.6141154,0.55892015,0.52441007,0.5218953,0.538697,0.5379529,0.53049046
..\file-birdsong\songs\songs\xc124052.flac,0.22139493115859232,3013.489957854391,4286.76079396138,-276.4724,53.815643,-38.987755,101.02762,-18.83719,12.551055,16.350454,-13.039687,8.451298,6.72562,1.2227391,6.717367,3.7506344,0.52648205,0.4941634,0.37544063,0.29211047,0.3102688,0.30392843,0.30140498,0.3603604,0.43421632,0.4614057,0.51231056,0.5039116
..\file-birdsong\songs\songs\xc124053.flac,0.23223683878712073,3016.8765624744397,4351.430799608618,-266.1019,62.005997,-46.834484,92.312744,-28.41224,10.140864,14.790547,-13.583495,10.381437,10.78124,0.9367058,6.4897466,0.96511966,0.50152844,0.39974004,0.3370149,0.3152963,0.31260955,0.31818596,0.34604758,0.3938959,0.43290487,0.50753915,0.5260967,0.5341636
..\file-birdsong\songs\songs\xc125137.flac,0.09388771524234694,2316.986898223461,4882.10888671875,-310.07495,55.907154,29.591795,46.53202,2.039752,28.943476,14.337795,13.395533,17.718538,12.825521,9.488739,11.268277,6.850282,0.7042681,0.67312473,0.6627654,0.68779,0.7279306,0.7121954,0.62530106,0.59806186,0.6125751,0.6436408,0.6349741,0.6628984
..\file-birdsong\songs\songs\xc125486.flac,0.2491674330628034,3520.7846931429804,5979.39681266118,-428.07935,-14.587002,-73.36862,-8.94455,7.1415915,36.508766,18.606884,11.4186735,-9.026533,-4.993388,2.6066008,11.616151,2.7675247,0.2967594,0.38169998,0.49289456,0.51906747,0.5069938,0.4242229,0.32515916,0.2728082,0.27567858,0.3593248,0.32924625,0.27645352
..\file-birdsong\songs\songs\xc125777.flac,0.2433627244008274,3751.6673709645197,5992.793746063777,-357.33612,32.150936,21.77671,47.725304,-20.721418,27.075321,2.602839,5.012757,1.2412645,4.977751,6.86878,9.62644,7.603484,0.45067728,0.43396056,0.46480298,0.50142014,0.48710123,0.42505193,0.38446513,0.3846053,0.4205019,0.4956482,0.4939332,0.46754998
..\file-birdsong\songs\songs\xc125782.flac,0.20222200484704494,3283.0164640555577,5773.799206122971,-374.9529,37.219307,-5.627126,57.574883,4.485103,10.2182665,9.929248,2.239712,4.5722876,5.116469,1.4239104,11.0224,6.1406317,0.540451,0.4895174,0.43978935,0.41976723,0.41040942,0.39457402,0.3926839,0.4095492,0.4458218,0.4865028,0.5277408,0.5371264
..\file-birdsong\songs\songs\xc126481.flac,0.16132260543298074,2460.8150103620274,4274.3510191772575,-281.01578,57.97311,-97.303085,-13.084891,-40.572193,-1.84326,-17.471296,-6.482609,-23.060156,-19.94388,-14.7872095,-5.193836,-0.45152748,0.5584731,0.50217724,0.41289017,0.35242856,0.30261722,0.32991502,0.29893592,0.28093672,0.26171032,0.25478587,0.32186118,0.43225724
..\file-birdsong\songs\songs\xc127136.flac,0.2889523661587353,3669.500453517413,6277.9253585397655,-305.50278,-3.2720258,-83.808525,-25.381493,-30.98462,4.080921,-14.763487,-8.058,-9.866622,-3.3665957,-5.3008842,-1.7294631,-9.024665,0.4342585,0.45544922,0.49309468,0.4963964,0.6479948,0.58629453,0.5977513,0.5568421,0.55489403,0.5160986,0.47763473,0.45978138
..\file-birdsong\songs\songs\xc127996.flac,0.1886148607713257,3021.178140466305,5283.669958297752,-360.53577,45.1961,-17.737698,37.167583,21.63279,8.733687,-5.696661,5.253972,8.847879,3.0993035,2.6422937,7.567377,9.070031,0.48208117,0.4115386,0.39125398,0.3674613,0.34946376,0.35646126,0.34401065,0.34989974,0.34437284,0.34764916,0.37907165,0.46684527
..\file-birdsong\songs\songs\xc128851.flac,0.09759393601190476,2014.892612634852,4005.17578125,-343.53293,94.84671,7.3694777,37.77794,-15.458032,2.0515409,-6.647985,-8.535178,0.7511396,5.0250688,6.3952417,7.878218,11.99446,0.61143494,0.48670956,0.43900728,0.42175576,0.42114165,0.4133728,0.37876725,0.37692133,0.3721237,0.39168835,0.46456778,0.56979346
..\file-birdsong\songs\songs\xc128853.flac,0.05180590374305004,1786.6536355652133,3502.2583298686955,-378.48135,93.689064,20.886772,14.294182,2.990186,20.380934,1.5330296,15.510141,5.0222983,11.854388,5.2927837,11.655782,5.5399327,0.643266,0.66238016,0.70171916,0.76427346,0.81226635,0.82369536,0.77761066,0.7453318,0.75838286,0.74349636,0.6961222,0.6257194
..\file-birdsong\songs\songs\xc129576.flac,0.18313930787705465,2515.2192226770626,4344.479178958657,-151.89952,71.26192,-94.31232,25.38468,-7.194621,32.87934,-12.28715,8.786573,15.790508,19.196846,1.4973836,12.437043,4.221383,0.5200368,0.3787851,0.26919523,0.22781576,0.24581693,0.30589217,0.37286195,0.46341574,0.5992656,0.6903294,0.70604736,0.6701182
..\file-birdsong\songs\songs\xc129577.flac,0.19623051753746878,2671.613266041238,4491.600261500833,-112.784294,56.06682,-100.486336,17.747366,-12.062103,29.988714,-12.963356,7.8550377,16.157372,18.818295,-0.69093436,11.6822815,3.310253,0.5521683,0.3575912,0.2526999,0.20885366,0.22406788,0.27665415,0.3375457,0.43460166,0.5517445,0.66305876,0.7157535,0.69997084
..\file-birdsong\songs\songs\xc130283.flac,0.11124605439753446,1773.179636040994,3004.7452762801977,-452.84644,129.78012,-48.076332,-3.2175393,-6.878139,10.011975,-0.59298456,4.0753355,-9.768278,-1.2789203,-8.357595,-4.6297503,-3.575999,0.4839865,0.4605842,0.4327118,0.3910245,0.43382996,0.4556143,0.4459963,0.48454076,0.5253215,0.4912184,0.46966147,0.47196612
..\file-birdsong\songs\songs\xc130409.flac,0.4111513783269962,4623.667958474873,7446.352004223869,-466.48395,13.419395,-5.0067353,13.633233,-27.655281,14.066278,-18.766352,5.9771748,-15.083358,3.1824558,-15.053526,1.5580502,-12.617731,0.64236784,0.5984703,0.5969529,0.5597757,0.56004614,0.57385135,0.5786234,0.59002596,0.6013948,0.61280394,0.6184836,0.6140632
..\file-birdsong\songs\songs\xc130426.flac,0.2314205804540521,3191.2833678059983,5803.30731051013,-519.1787,41.047688,-40.253307,0.15026513,-0.6903219,15.270197,-17.12323,-7.498541,-16.894333,2.615002,-10.771469,-1.753463,-13.866952,0.40292066,0.41441378,0.37078044,0.38173825,0.40175623,0.3738454,0.35949743,0.35079098,0.3819006,0.5110343,0.73756546,0.50693226
..\file-birdsong\songs\songs\xc130639.flac,0.1251377375386067,2351.844258539393,4539.264246954358,-333.73126,98.61164,-17.914024,-12.426079,-1.4115332,1.8674817,-20.841213,-11.66088,-14.387499,-4.6880574,-8.260324,-6.1468806,-2.6599038,0.43639556,0.4239916,0.50328517,0.5340929,0.40226805,0.39808482,0.45076343,0.56567657,0.6617199,0.56611437,0.48706344,0.4501551
..\file-birdsong\songs\songs\xc130993.flac,0.11014058664075287,2277.9512596737422,4696.529047539893,-333.6045,87.720505,7.830427,39.561962,-40.45262,17.401787,-4.6957817,-9.648811,-17.94006,-4.968364,1.2001225,11.669424,16.384497,0.43419915,0.3988384,0.34126413,0.3607818,0.35052836,0.3030447,0.25139952,0.26735753,0.3228236,0.31484318,0.31312415,0.36638218
..\file-birdsong\songs\songs\xc131316.flac,0.12925474793760927,2244.9943031226035,4151.498978621476,-365.4258,95.18121,34.213116,33.173862,-0.021712136,19.392462,2.4979439,14.850115,9.527202,0.97954893,0.004049915,7.8331556,0.114583634,0.55959684,0.5053079,0.5280042,0.61033446,0.56904864,0.4764422,0.48882315,0.52460045,0.49668816,0.4396807,0.4295697,0.47344518
